NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.3	30	16		
POU5F1 (OCT4), SOX2, NANOG ACTIVATE GENES RELATED TO PROLIFERATION%REACTOME DATABASE ID RELEASE 83%2892247	12		Rejected!	
POTENTIAL THERAPEUTICS FOR SARS%REACTOME DATABASE ID RELEASE 83%9679191	159	80		
SYNTHESIS OF EPOXY (EET) AND DIHYDROXYEICOSATRIENOIC ACIDS (DHET)%REACTOME%R-HSA-2142670.1	8		Rejected!	
SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 83%9754678	50	48		
RETINOID METABOLISM AND TRANSPORT%REACTOME%R-HSA-975634.2	44	19		
SYNTHESIS OF (16-20)-HYDROXYEICOSATETRAENOIC ACIDS (HETE)%REACTOME DATABASE ID RELEASE 83%2142816	9		Rejected!	
EPHB-MEDIATED FORWARD SIGNALING%REACTOME%R-HSA-3928662.2	33	29		
NVP-TAE684-RESISTANT ALK MUTANTS%REACTOME DATABASE ID RELEASE 83%9717301	1		Rejected!	
REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 83%6804757	36	34		
CD28 DEPENDENT PI3K AKT SIGNALING%REACTOME DATABASE ID RELEASE 83%389357	22	18		
SIGNALING BY RAS GAP MUTANTS%REACTOME DATABASE ID RELEASE 83%9753510	3		Rejected!	
TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 83%917977	31	24		
VIRAL RNP COMPLEXES IN THE HOST CELL NUCLEUS%REACTOME DATABASE ID RELEASE 83%168330	1		Rejected!	
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002	129	87		
DEFECTIVE SLC24A1 CAUSES CONGENITAL STATIONARY NIGHT BLINDNESS 1D (CSNB1D)%REACTOME DATABASE ID RELEASE 83%5619077	1		Rejected!	
DEFECTIVE POMT1 CAUSES MDDGA1, MDDGB1 AND MDDGC1%REACTOME%R-HSA-5083633.1	3		Rejected!	
TRANSLOCATION OF SLC2A4 (GLUT4) TO THE PLASMA MEMBRANE%REACTOME%R-HSA-1445148.2	51	47		
DEFECTIVE INHIBITION OF DNA RECOMBINATION AT TELOMERE DUE TO DAXX MUTATIONS%REACTOME%R-HSA-9670613.1	2		Rejected!	
DEFECTIVE ALG2 CAUSES CDG-1I%REACTOME DATABASE ID RELEASE 83%4549349	1		Rejected!	
PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 83%4086400	92	79		
TIGHT JUNCTION INTERACTIONS%REACTOME%R-HSA-420029.1	30		Rejected!	
ADENOSINE P1 RECEPTORS%REACTOME%R-HSA-417973.1	4		Rejected!	
CALNEXIN CALRETICULIN CYCLE%REACTOME%R-HSA-901042.2	26	24		
WNT5A-DEPENDENT INTERNALIZATION OF FZD4%REACTOME DATABASE ID RELEASE 83%5099900	15		Rejected!	
FGFR4 MUTANT RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%1839128	1		Rejected!	
G ALPHA (Z) SIGNALLING EVENTS%REACTOME%R-HSA-418597.4	48	28		
PREDNISONE ADME%REACTOME DATABASE ID RELEASE 83%9757110	10		Rejected!	
OTHER SEMAPHORIN INTERACTIONS%REACTOME%R-HSA-416700.1	19	15		
DEFECTIVE SLC6A5 CAUSES HYPEREKPLEXIA 3 (HKPX3)%REACTOME DATABASE ID RELEASE 83%5619089	1		Rejected!	
BETA DEFENSINS%REACTOME DATABASE ID RELEASE 83%1461957	39		Rejected!	
CLASS I PEROXISOMAL MEMBRANE PROTEIN IMPORT%REACTOME%R-HSA-9603798.2	19	16		
DOWNSTREAM SIGNALING OF ACTIVATED FGFR4%REACTOME%R-HSA-5654716.1	22		Rejected!	
2-LTR CIRCLE FORMATION%REACTOME%R-HSA-164843.2	7		Rejected!	
DEFECTIVE ALG6 CAUSES CDG-1C%REACTOME DATABASE ID RELEASE 83%4724289	1		Rejected!	
UCH PROTEINASES%REACTOME DATABASE ID RELEASE 83%5689603	96	80		
CELL DIVISION%REACTOME%R-HSA-68884.3	13		Rejected!	
METABOLISM OF WATER-SOLUBLE VITAMINS AND COFACTORS%REACTOME%R-HSA-196849.3	121	84		
RAF ACTIVATION%REACTOME DATABASE ID RELEASE 83%5673000	33	30		
DEFECTIVE GALT CAN CAUSE GALCT%REACTOME%R-HSA-5609978.3	1		Rejected!	
PKA ACTIVATION%REACTOME%R-HSA-163615.3	18		Rejected!	
ACTIVATION OF BID AND TRANSLOCATION TO MITOCHONDRIA%REACTOME DATABASE ID RELEASE 83%75108	4		Rejected!	
MEIOSIS%REACTOME%R-HSA-1500620.2	86	37		
REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME DATABASE ID RELEASE 83%2029482	148	55		
ION INFLUX EFFLUX AT HOST-PATHOGEN INTERFACE%REACTOME%R-HSA-6803544.1	4		Rejected!	
TRKA ACTIVATION BY NGF%REACTOME%R-HSA-187042.1	2		Rejected!	
DEFECTIVE SLC1A1 IS IMPLICATED IN SCHIZOPHRENIA 18 (SCZD18) AND DICARBOXYLIC AMINOACIDURIA (DCBXA)%REACTOME DATABASE ID RELEASE 83%5619067	1		Rejected!	
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.6	196	47		
DEFECTIVE ACTH CAUSES OBESITY AND POMCD%REACTOME%R-HSA-5579031.4	2		Rejected!	
METHIONINE SALVAGE PATHWAY%REACTOME%R-HSA-1237112.1	6		Rejected!	
GPCR DOWNSTREAM SIGNALLING%REACTOME%R-HSA-388396.6	627		Rejected!	
GLYCOGEN METABOLISM%REACTOME DATABASE ID RELEASE 83%8982491	25	20		
SHC1 EVENTS IN EGFR SIGNALING%REACTOME%R-HSA-180336.2	12		Rejected!	
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME DATABASE ID RELEASE 83%381340	83	71		
METABOLISM%REACTOME%R-HSA-1430728.11	2083		Rejected!	
REGULATION OF GENE EXPRESSION IN LATE STAGE (BRANCHING MORPHOGENESIS) PANCREATIC BUD PRECURSOR CELLS%REACTOME%R-HSA-210744.2	16		Rejected!	
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN INTERLEUKIN SIGNALING%REACTOME DATABASE ID RELEASE 83%8939247	5		Rejected!	
DEFECTIVE SLC5A1 CAUSES CONGENITAL GLUCOSE GALACTOSE MALABSORPTION (GGM)%REACTOME DATABASE ID RELEASE 83%5656364	1		Rejected!	
ATTACHMENT OF GPI ANCHOR TO UPAR%REACTOME DATABASE ID RELEASE 83%162791	7		Rejected!	
ACTIVATION OF AMPK DOWNSTREAM OF NMDARS%REACTOME DATABASE ID RELEASE 83%9619483	9		Rejected!	
SYNTHESIS OF PYROPHOSPHATES IN THE CYTOSOL%REACTOME%R-HSA-1855167.2	10		Rejected!	
FORMATION OF LATERAL PLATE MESODERM%REACTOME DATABASE ID RELEASE 83%9758920	5		Rejected!	
HYALURONAN BIOSYNTHESIS AND EXPORT%REACTOME DATABASE ID RELEASE 83%2142850	5		Rejected!	
ENZYMATIC DEGRADATION OF DOPAMINE BY COMT%REACTOME DATABASE ID RELEASE 83%379397	3		Rejected!	
SYNTHESIS OF PIPS AT THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 83%1660499	53	47		
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 83%15869	92	65		
SMAD4 MH2 DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 83%3311021	3		Rejected!	
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.2	23	22		
PI3K EVENTS IN ERBB2 SIGNALING%REACTOME%R-HSA-1963642.3	13		Rejected!	
SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 83%1236394	54	37		
MRNA SPLICING%REACTOME DATABASE ID RELEASE 83%72172	211		Rejected!	
DRUG RESISTANCE OF KIT MUTANTS%REACTOME DATABASE ID RELEASE 83%9669937	1		Rejected!	
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2	121	102		
RHOG GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9013408	74	58		
INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME DATABASE ID RELEASE 83%499943	28	22		
SYNTHESIS OF DOLICHYL-PHOSPHATE%REACTOME DATABASE ID RELEASE 83%446199	6		Rejected!	
TRUNCATIONS OF AMER1 DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 83%5467348	14		Rejected!	
SIGNALLING TO RAS%REACTOME DATABASE ID RELEASE 83%167044	17		Rejected!	
DEFECTIVE AVP DOES NOT BIND AVPR1A,B AND CAUSES NEUROHYPOPHYSEAL DIABETES INSIPIDUS (NDI)%REACTOME DATABASE ID RELEASE 83%5619099	3		Rejected!	
LOSS OF MECP2 BINDING ABILITY TO 5HMC-DNA%REACTOME DATABASE ID RELEASE 83%9022534	0		Rejected!	
TOXICITY OF BOTULINUM TOXIN TYPE D (BOTD)%REACTOME DATABASE ID RELEASE 83%5250955	5		Rejected!	
P75NTR REGULATES AXONOGENESIS%REACTOME DATABASE ID RELEASE 83%193697	9		Rejected!	
TERMINATION OF TRANSLESION DNA SYNTHESIS%REACTOME DATABASE ID RELEASE 83%5656169	32	30		
LXRS REGULATE GENE EXPRESSION TO CONTROL BILE ACID HOMEOSTASIS%REACTOME DATABASE ID RELEASE 83%9623433	9		Rejected!	
PROTEIN REPAIR%REACTOME DATABASE ID RELEASE 83%5676934	6		Rejected!	
SIGNALING BY RETINOIC ACID%REACTOME%R-HSA-5362517.2	43	26		
ACETYLCHOLINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%R-HSA-264642.4	16		Rejected!	
FGFR3C LIGAND BINDING AND ACTIVATION%REACTOME DATABASE ID RELEASE 83%190372	9		Rejected!	
MAPK6 MAPK4 SIGNALING%REACTOME DATABASE ID RELEASE 83%5687128	89	74		
SIGNALING BY FGFR2 IIIA TM%REACTOME DATABASE ID RELEASE 83%8851708	19	18		
SARS-COV-1 TARGETS PDZ PROTEINS IN CELL-CELL JUNCTION%REACTOME DATABASE ID RELEASE 83%9692912	1		Rejected!	
LXRS REGULATE GENE EXPRESSION TO LIMIT CHOLESTEROL UPTAKE%REACTOME DATABASE ID RELEASE 83%9031525	5		Rejected!	
INTEGRATION OF VIRAL DNA INTO HOST GENOMIC DNA%REACTOME%R-HSA-175567.2	3		Rejected!	
DISEASES OF TELOMERE MAINTENANCE%REACTOME%R-HSA-9673013.2	2		Rejected!	
HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1	108	75		
RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME%R-HSA-167162.3	47	43		
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME%R-HSA-5173214.1	39		Rejected!	
MECP2 REGULATES TRANSCRIPTION OF GENES INVOLVED IN GABA SIGNALING%REACTOME DATABASE ID RELEASE 83%9022927	2		Rejected!	
INFLAMMASOMES%REACTOME%R-HSA-622312.1	21	20		
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%R-HSA-163200.1	127	92		
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%R-HSA-180910.2	31	29		
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME DATABASE ID RELEASE 83%141444	92	57		
DEFECTIVE SLC6A18 MAY CONFER SUSCEPTIBILITY TO IMINOGLYCINURIA AND OR HYPERGLYCINURIA%REACTOME%R-HSA-5659729.1	1		Rejected!	
RUNX2 REGULATES GENES INVOLVED IN CELL MIGRATION%REACTOME%R-HSA-8941332.1	7		Rejected!	
AQUAPORIN-MEDIATED TRANSPORT%REACTOME%R-HSA-445717.2	52	24		
SIGNALING BY CSF3 (G-CSF)%REACTOME DATABASE ID RELEASE 83%9674555	29	26		
SIGNALING BY FGFR1%REACTOME DATABASE ID RELEASE 83%5654736	41	29		
ERYTHROPOIETIN ACTIVATES PHOSPHOLIPASE C GAMMA (PLCG)%REACTOME%R-HSA-9027277.1	7		Rejected!	
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.2	45	16		
DEFECTIVE F8 ACCELERATES DISSOCIATION OF THE A2 DOMAIN%REACTOME%R-HSA-9672387.1	1		Rejected!	
P130CAS LINKAGE TO MAPK SIGNALING FOR INTEGRINS%REACTOME%R-HSA-372708.1	15		Rejected!	
PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%73817	11		Rejected!	
P75NTR RECRUITS SIGNALLING COMPLEXES%REACTOME DATABASE ID RELEASE 83%209543	13		Rejected!	
NUCLEAR ENVELOPE BREAKDOWN%REACTOME%R-HSA-2980766.2	47	41		
PARADOXICAL ACTIVATION OF RAF SIGNALING BY KINASE INACTIVE BRAF%REACTOME DATABASE ID RELEASE 83%6802955	43	33		
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME DATABASE ID RELEASE 83%389958	33	25		
MAP2K AND MAPK ACTIVATION%REACTOME DATABASE ID RELEASE 83%5674135	37	29		
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME DATABASE ID RELEASE 83%110328	41		Rejected!	
SIGNALLING TO STAT3%REACTOME%R-HSA-198745.1	3		Rejected!	
TRANSLESION SYNTHESIS BY POLH%REACTOME DATABASE ID RELEASE 83%110320	19	18		
MITOCHONDRIAL UNCOUPLING%REACTOME%R-HSA-166187.3	6		Rejected!	
IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.1	49	47		
MUSCARINIC ACETYLCHOLINE RECEPTORS%REACTOME DATABASE ID RELEASE 83%390648	5		Rejected!	
SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)%REACTOME%R-HSA-2404192.2	44	25		
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME DATABASE ID RELEASE 83%174113	55	51		
AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 83%141424	92	57		
RAP1 SIGNALLING%REACTOME DATABASE ID RELEASE 83%392517	15		Rejected!	
DEFECTIVE MOGS CAUSES CDG-2B%REACTOME%R-HSA-4793954.2	1		Rejected!	
NOTCH2 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 83%2979096	22	19		
TFAP2A ACTS AS A TRANSCRIPTIONAL REPRESSOR DURING RETINOIC ACID INDUCED CELL DIFFERENTIATION%REACTOME DATABASE ID RELEASE 83%8869496	5		Rejected!	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.3	56	25		
DEFECTIVE ABCD1 CAUSES ALD%REACTOME%R-HSA-5684045.2	1		Rejected!	
POTASSIUM TRANSPORT CHANNELS%REACTOME%R-HSA-1296067.2	3		Rejected!	
INHIBITION OF MEMBRANE REPAIR%REACTOME%R-HSA-9635644.3	1		Rejected!	
APOPTOSIS%REACTOME DATABASE ID RELEASE 83%109581	176	145		
EGR2 AND SOX10-MEDIATED INITIATION OF SCHWANN CELL MYELINATION%REACTOME%R-HSA-9619665.2	28	23		
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 83%6809371	75		Rejected!	
IL-6-TYPE CYTOKINE RECEPTOR LIGAND INTERACTIONS%REACTOME%R-HSA-6788467.3	16		Rejected!	
OLFACTORY SIGNALING PATHWAY%REACTOME%R-HSA-381753.6	420		Rejected!	
DOWNREGULATION OF ERBB4 SIGNALING%REACTOME DATABASE ID RELEASE 83%1253288	8		Rejected!	
DEFECTIVE PRO-SFTPC CAUSES SMDP2 AND RDS%REACTOME DATABASE ID RELEASE 83%5688354	1		Rejected!	
METABOLISM OF INGESTED SEMET, SEC, MESEC INTO H2SE%REACTOME DATABASE ID RELEASE 83%2408508	8		Rejected!	
REGULATION OF NPAS4 GENE TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9768777	4		Rejected!	
GLUCAGON-TYPE LIGAND RECEPTORS%REACTOME DATABASE ID RELEASE 83%420092	33		Rejected!	
NGF PROCESSING%REACTOME%R-HSA-167060.1	4		Rejected!	
PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME DATABASE ID RELEASE 83%392851	19		Rejected!	
CLASS B 2 (SECRETIN FAMILY RECEPTORS)%REACTOME%R-HSA-373080.2	93	32		
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1	59	56		
TACHYKININ RECEPTORS BIND TACHYKININS%REACTOME DATABASE ID RELEASE 83%380095	5		Rejected!	
METALLOPROTEASE DUBS%REACTOME DATABASE ID RELEASE 83%5689901	31	16		
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME%R-HSA-446203.4	286		Rejected!	
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.2	119	79		
VARIANT SLC6A20 CONTRIBUTES TOWARDS HYPERGLYCINURIA (HG) AND IMINOGLYCINURIA (IG)%REACTOME DATABASE ID RELEASE 83%5619101	1		Rejected!	
WAX BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%9640463	4		Rejected!	
NOSIP MEDIATED ENOS TRAFFICKING%REACTOME%R-HSA-203754.1	2		Rejected!	
CLASS I MHC MEDIATED ANTIGEN PROCESSING & PRESENTATION%REACTOME%R-HSA-983169.3	382		Rejected!	
RECEPTOR MEDIATED MITOPHAGY%REACTOME%R-HSA-8934903.3	9		Rejected!	
EVASION OF OXIDATIVE STRESS INDUCED SENESCENCE DUE TO DEFECTIVE P16INK4A BINDING TO CDK4 AND CDK6%REACTOME DATABASE ID RELEASE 83%9632700	3		Rejected!	
ACTIVATION OF PPARGC1A (PGC-1ALPHA) BY PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 83%2151209	10		Rejected!	
PI METABOLISM%REACTOME DATABASE ID RELEASE 83%1483255	84	72		
SIGNALING BY PTK6%REACTOME%R-HSA-8848021.2	51	39		
GSD XV%REACTOME DATABASE ID RELEASE 83%3814836	2		Rejected!	
PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME%R-HSA-5651801.1	21	20		
FIBRONECTIN MATRIX FORMATION%REACTOME%R-HSA-1566977.2	6		Rejected!	
PHOSPHATE BOND HYDROLYSIS BY NUDT PROTEINS%REACTOME DATABASE ID RELEASE 83%2393930	4		Rejected!	
ADRENOCEPTORS%REACTOME DATABASE ID RELEASE 83%390696	9		Rejected!	
DEFECTS IN BIOTIN (BTN) METABOLISM%REACTOME DATABASE ID RELEASE 83%3323169	8		Rejected!	
QUIZARTINIB-RESISTANT FLT3 MUTANTS%REACTOME DATABASE ID RELEASE 83%9702620	1		Rejected!	
TLR3 DEFICIENCY - HSE%REACTOME DATABASE ID RELEASE 83%5602410	1		Rejected!	
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 83%68882	228	172		
DEFECTIVE SLC9A9 CAUSES AUTISM 16 (AUTS16)%REACTOME DATABASE ID RELEASE 83%5619052	1		Rejected!	
SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.1	169	127		
ROBO RECEPTORS BIND AKAP5%REACTOME DATABASE ID RELEASE 83%9010642	8		Rejected!	
SYNTHESIS OF CL%REACTOME%R-HSA-1483076.2	1		Rejected!	
HCMV LATE EVENTS%REACTOME%R-HSA-9610379.2	79	47		
PERK REGULATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 83%381042	32	31		
PI-3K CASCADE:FGFR4%REACTOME%R-HSA-5654720.2	17		Rejected!	
DEFECTIVE HEXA CAUSES GM2G1%REACTOME DATABASE ID RELEASE 83%3656234	1		Rejected!	
L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME%R-HSA-156827.3	112	107		
GLUCOSE METABOLISM%REACTOME DATABASE ID RELEASE 83%70326	86	71		
MPS IIIC - SANFILIPPO SYNDROME C%REACTOME DATABASE ID RELEASE 83%2206291	1		Rejected!	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 83%5250924	59	27		
DEFENSINS%REACTOME DATABASE ID RELEASE 83%1461973	48		Rejected!	
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME DATABASE ID RELEASE 83%381119	91	85		
INACTIVATION OF CSF3 (G-CSF) SIGNALING%REACTOME%R-HSA-9705462.1	24	21		
DEFECTIVE TPR MAY CONFER SUSCEPTIBILITY TOWARDS THYROID PAPILLARY CARCINOMA (TPC)%REACTOME DATABASE ID RELEASE 83%5619107	29	25		
SIGNALING BY JUXTAMEMBRANE DOMAIN KIT MUTANTS%REACTOME DATABASE ID RELEASE 83%9669935	1		Rejected!	
SYNTHESIS OF PG%REACTOME DATABASE ID RELEASE 83%1483148	8		Rejected!	
DEFECTIVE CUBN CAUSES MGA1%REACTOME DATABASE ID RELEASE 83%3359463	3		Rejected!	
ENDOSOMAL SORTING COMPLEX REQUIRED FOR TRANSPORT (ESCRT)%REACTOME DATABASE ID RELEASE 83%917729	31	29		
MPS VII - SLY SYNDROME%REACTOME DATABASE ID RELEASE 83%2206292	1		Rejected!	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-1630316.2	121	75		
DOWNREGULATION OF ERBB2:ERBB3 SIGNALING%REACTOME DATABASE ID RELEASE 83%1358803	12		Rejected!	
BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME DATABASE ID RELEASE 83%1368108	27	21		
INNATE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 83%168249	1139		Rejected!	
INTESTINAL ABSORPTION%REACTOME DATABASE ID RELEASE 83%8963676	4		Rejected!	
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE%REACTOME%R-HSA-110330.4	36		Rejected!	
RPIA DEFICIENCY: FAILED CONVERSION OF R5P TO RU5P%REACTOME%R-HSA-5659996.2	1		Rejected!	
REGULATION OF RUNX2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 83%8939902	71	61		
SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.2	90	82		
NUCLEAR PORE COMPLEX (NPC) DISASSEMBLY%REACTOME DATABASE ID RELEASE 83%3301854	33	28		
SHC-MEDIATED CASCADE:FGFR2%REACTOME%R-HSA-5654699.1	16		Rejected!	
SIGNALING BY RNF43 MUTANTS%REACTOME DATABASE ID RELEASE 83%5340588	8		Rejected!	
METABOLISM OF VITAMIN K%REACTOME%R-HSA-6806664.3	3		Rejected!	
REGULATION OF INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%422356	78	44		
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 83%168138	106	100		
DEFECTIVE MMACHC CAUSES MAHCC%REACTOME%R-HSA-3359474.2	1		Rejected!	
TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168188	112	102		
DEFECTIVE SLC17A8 CAUSES AUTOSOMAL DOMINANT DEAFNESS 25 (DFNA25)%REACTOME%R-HSA-5619076.1	1		Rejected!	
SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME%R-HSA-416572.3	20	19		
CONSTITUTIVE SIGNALING BY NOTCH1 HD DOMAIN MUTANTS%REACTOME%R-HSA-2691232.1	15		Rejected!	
LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME%R-HSA-8876384.1	19	15		
T(4;14) TRANSLOCATIONS OF FGFR3%REACTOME DATABASE ID RELEASE 83%2033515	1		Rejected!	
BIOSYNTHESIS OF DPAN-3-DERIVED PROTECTINS AND RESOLVINS%REACTOME DATABASE ID RELEASE 83%9026286	2		Rejected!	
DEFECTIVE INTRINSIC PATHWAY FOR APOPTOSIS DUE TO P14ARF LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 83%9645722	2		Rejected!	
PEROXISOMAL PROTEIN IMPORT%REACTOME%R-HSA-9033241.3	60	45		
TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 83%5357786	24	24		
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 83%72706	113	108		
TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN%REACTOME%R-HSA-6804115.1	21	19		
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME DATABASE ID RELEASE 83%112315	242	101		
BIOSYNTHESIS OF DPA-DERIVED SPMS%REACTOME%R-HSA-9018683.1	4		Rejected!	
NUCLEOTIDE SALVAGE DEFECTS%REACTOME%R-HSA-9734207.2	3		Rejected!	
DEFECTIVE RFT1 CAUSES CDG-1N%REACTOME DATABASE ID RELEASE 83%4570571	1		Rejected!	
SUNITINIB-RESISTANT PDGFR MUTANTS%REACTOME%R-HSA-9674401.1	1		Rejected!	
DISEASES ASSOCIATED WITH SURFACTANT METABOLISM%REACTOME DATABASE ID RELEASE 83%5687613	10		Rejected!	
TALDO1 DEFICIENCY: FAILED CONVERSION OF FRU(6)P, E4P TO SH7P, GA3P%REACTOME%R-HSA-6791462.2	1		Rejected!	
MTF1 ACTIVATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 83%5660489	3		Rejected!	
DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 83%4641258	57	53		
METAL ION SLC TRANSPORTERS%REACTOME%R-HSA-425410.2	24	15		
KERATAN SULFATE DEGRADATION%REACTOME%R-HSA-2022857.3	12		Rejected!	
MUCOPOLYSACCHARIDOSES%REACTOME DATABASE ID RELEASE 83%2206281	11		Rejected!	
SIGNALING BY LRP5 MUTANTS%REACTOME DATABASE ID RELEASE 83%5339717	6		Rejected!	
REGULATION OF BACH1 ACTIVITY%REACTOME DATABASE ID RELEASE 83%9708530	11		Rejected!	
DNA DAMAGE RECOGNITION IN GG-NER%REACTOME DATABASE ID RELEASE 83%5696394	38	38		
ACTIVATION OF BMF AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%R-HSA-139910.2	3		Rejected!	
DEFECTIVE FACTOR IX CAUSES THROMBOPHILIA%REACTOME DATABASE ID RELEASE 83%9672383	3		Rejected!	
SIGNALING BY HIPPO%REACTOME DATABASE ID RELEASE 83%2028269	19	18		
TRYPTOPHAN CATABOLISM%REACTOME DATABASE ID RELEASE 83%71240	14		Rejected!	
REGULATION OF NECROPTOTIC CELL DEATH%REACTOME DATABASE ID RELEASE 83%5675482	31	28		
RHOT1 GTPASE CYCLE%REACTOME%R-HSA-9013425.1	5		Rejected!	
GRB7 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 83%1306955	4		Rejected!	
CRIZOTINIB-RESISTANT ALK MUTANTS%REACTOME%R-HSA-9717326.1	1		Rejected!	
